State,County,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
New Jersey,Cape May,02/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,02/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Tennessee,Obion,03/01/2022,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Tennessee,Obion,03/01/2022,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Massachusetts,Barnstable,03/01/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/01/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MA DFW/USGS
Delaware,Kent,02/17/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,USFWS/USGS
New York,Suffolk,02/26/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,NY DEC
New Hampshire,Strafford,03/02/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NH FGD/NWDP/USGS
New Hampshire,Strafford,03/02/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NH FGD/NWDP/USGS
New Hampshire,Strafford,03/02/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NH FGD/NWDP/USGS
Florida,Brevard,02/26/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/USGS
Nebraska,Lancaster,03/06/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NE Dept of Ag
New Hampshire,Rockingham,03/01/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Florida,Brevard,03/04/2022,EA H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/04/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/04/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/04/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
North Carolina,Wake,03/04/2022,EA/AM H5N1,Red-shouldered hawk,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Dare,03/04/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
Georgia,Glynn,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,03/04/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Missouri,Buchanan,03/08/2022,EA H5,Snow goose,Wild bird,Agency harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Indiana,Dubois,03/08/2022,EA/AM H5N1,Redhead duck,Wild bird,Live bird,NWDP
Kentucky,Ballard,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kentucky,Ballard,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kentucky,Fulton,03/08/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Kentucky,Fulton,03/08/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,03/08/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,03/08/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,03/08/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Polk,03/10/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,IA DNR
Ohio,Erie,03/10/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,OH DNR/USGS
Florida,Brevard,03/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,03/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,03/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Nebraska,Cedar,03/14/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NE Dept of Ag
Nebraska,Douglas,03/10/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE Dept of Ag
Florida,Brevard,02/26/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USFWS/SCWDS
Missouri,St. Louis,03/10/2022,EA H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Florida,Brevard,02/18/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,02/18/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,02/18/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,02/18/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Missouri,Clay,03/09/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Illinois,Will,03/09/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,IL DNR/NWDP/USGS
Illinois,Will,03/09/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,IL DNR/NWDP/USGS
Illinois,Will,03/09/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,IL DNR/NWDP/USGS
Florida,Brevard,03/09/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Duval,03/09/2022,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,FL FWCC
Connecticut,New London,03/09/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Connecticut,New London,03/09/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Florida,Duval,03/15/2022,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Rockingham,03/15/2022,EA H5N1,Snowy owl,Wild bird,Morbidity/Mortality,NWDP
Michigan,Monroe,03/15/2022,EA H5,Mute swan,Wild bird,Agency harvest,NWDP
Iowa,Adair,03/15/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Illinois,Champaign,03/15/2022,EA H5N1,Mallard,Wild bird,Agency harvest,NWDP
Iowa,Monona,03/15/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Massachusetts,Middlesex,03/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,03/18/2022,EA H5,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Iowa,Plymouth,03/18/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Iowa,Plymouth,03/18/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Iowa,Plymouth,03/18/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Iowa,Plymouth,03/18/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Buchanan,03/18/2022,EA H5N1,Hooded merganser,Wild bird,Agency harvest,NWDP
Iowa,Monona,03/18/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,03/16/2022,EA H5,Turkey vulture,Wild bird,Morbidity/Mortality,MA DFW/USGS
Missouri,Holt,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Holt,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Holt,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,03/16/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Illinois,Fulton,03/16/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP/USFWS/USGS
South Dakota,Charles Mix,03/18/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
South Dakota,Charles Mix,03/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
South Dakota,Charles Mix,03/18/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,USFWS/USGS
Florida,Volusia,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,03/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Charlotte,03/18/2022,EA/AM H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Great blue heron,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,03/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Polk,03/18/2022,EA H5N1,Ring-billed gull,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
South Carolina,Charleston,03/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS
South Carolina,Charleston,03/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS
North Carolina,Brunswick,03/18/2022,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Pamlico,03/18/2022,EA H5,Ruddy duck,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Beaufort,03/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Davidson,03/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USFWS/SCWDS
Kansas,Norton,03/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Norton,03/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Mitchell,03/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Mitchell,03/18/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Mitchell,03/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Tennessee,Dyer,03/21/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,03/21/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Harrison,03/22/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Iowa,Harrison,03/22/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Iowa,Harrison,03/22/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Illinois,Champaign,03/22/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Sangamon,03/22/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA H5,Ross's goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
Iowa,Page,03/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR/NWDP
North Dakota,Burleigh,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,ND Game and Fish
Colorado,Sedgwick,03/24/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,03/24/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Iowa,Cerro Gordo,03/22/2022,EA H5,Red-tailed hawk,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
New York,Cayuga,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,03/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,03/24/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,03/24/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,03/24/2022,EA/AM H5N1,Duck (unidentified),Wild bird,Morbidity/Mortality,NY DEC
Pennsylvania,Chester,03/24/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,PA Game Commission
South Dakota,Stanley,03/24/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP/USGS
South Dakota,Stanley,03/24/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP/USGS
South Dakota,Stanley,03/24/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP/USGS
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA/AM H5N1,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,03/30/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Minnesota,Dakota,03/31/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
South Dakota,Aurora,03/31/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
North Dakota,Foster,03/31/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Foster,03/31/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Foster,03/31/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Foster,03/31/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Foster,03/31/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
North Dakota,Foster,03/31/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
